accuracy,loss,acc_convergence,loss_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.8776,0.4647,0,1,True,True,52151,119,8,"(3, 3)","(4, 4)",max,64
0.9484,0.2272,0,1,True,True,1124843,110,60,"(5, 5)","(2, 2)",average,63
0.9514,0.2113,0,1,True,True,584996,117,61,"(3, 3)","(3, 3)",average,52
0.8537,0.59,0,1,True,False,134247,37,96,"(4, 4)","(4, 4)",max,28
0.6166,1.2473,0,1,True,False,62177,29,42,"(3, 3)","(4, 4)",average,12
0.9727,0.1103,0,1,True,True,250671,105,92,"(4, 4)","(5, 5)",max,14
0.6402,1.1547,0,1,True,False,5635,22,8,"(3, 3)","(5, 5)",average,21
0.9734,0.1205,10,1,True,True,218679,60,44,"(4, 4)","(3, 3)",max,9
0.8749,0.4971,0,1,True,False,201941,72,34,"(2, 2)","(3, 3)",max,59
0.9231,0.3519,0,1,True,False,740674,124,35,"(4, 4)","(2, 2)",average,68
0.9638,0.1623,0,1,True,True,214567,96,60,"(4, 4)","(4, 4)",average,9
0.9196,0.2894,0,1,True,True,194195,80,94,"(3, 3)","(5, 5)",max,29
0.9618,0.1461,0,1,True,True,290519,122,92,"(4, 4)","(5, 5)",max,35
0.9535,0.2049,0,1,True,True,1774067,98,92,"(3, 3)","(2, 2)",average,27
0.9646,0.1463,7,1,False,True,594230,94,77,"(4, 4)","(3, 3)",average,3
0.9101,0.4331,0,1,True,False,139611,92,40,"(5, 5)","(4, 4)",max,67
0.701,1.1522,0,1,True,False,31287,22,36,"(4, 4)","(4, 4)",average,35
0.9069,0.3588,0,1,True,True,91451,116,29,"(5, 5)","(5, 5)",average,55
0.9359,0.2615,0,1,True,True,727279,99,90,"(2, 2)","(3, 3)",average,30
0.6119,1.1682,0,1,True,False,55793,24,46,"(2, 2)","(4, 4)",average,1
0.7068,1.0699,0,1,True,False,182660,20,53,"(4, 4)","(2, 2)",max,25
0.7163,1.0273,0,1,True,False,40307,24,58,"(5, 5)","(5, 5)",max,39
0.891,0.4506,0,1,True,False,57155,27,31,"(5, 5)","(3, 3)",average,31
0.9547,0.1886,0,1,True,True,52282,90,21,"(4, 4)","(5, 5)",max,11
0.9509,0.2163,0,1,True,True,151535,91,44,"(5, 5)","(4, 4)",max,54
0.562,1.4403,0,1,True,False,136083,36,98,"(5, 5)","(4, 4)",average,59
0.9664,0.141,8,1,False,True,233710,63,45,"(3, 3)","(3, 3)",max,6
0.9627,0.1531,0,1,True,True,240529,82,17,"(5, 5)","(2, 2)",average,32
0.9564,0.1852,0,1,True,True,210719,110,51,"(5, 5)","(4, 4)",average,13
0.9644,0.1634,0,1,True,True,168935,74,86,"(5, 5)","(5, 5)",max,10
0.973,0.1122,0,1,True,True,844775,126,82,"(3, 3)","(3, 3)",max,25
0.7982,0.7194,0,1,True,False,20801,122,5,"(3, 3)","(5, 5)",average,13
0.9649,0.1375,9,1,True,True,283700,103,55,"(3, 3)","(4, 4)",max,13
0.9177,0.3321,0,1,True,True,539264,109,25,"(2, 2)","(2, 2)",average,47
0.804,0.7766,0,1,True,False,336479,49,40,"(5, 5)","(2, 2)",average,69
0.693,1.0336,0,1,True,False,10970,49,7,"(3, 3)","(5, 5)",average,18
0.9579,0.1907,0,1,True,True,83651,56,56,"(4, 4)","(5, 5)",max,25
0.9593,0.1855,0,1,True,True,756669,60,74,"(4, 4)","(2, 2)",max,10
0.7962,0.7046,0,1,True,False,90559,33,72,"(4, 4)","(4, 4)",max,27
0.6794,1.013,0,1,True,False,56803,15,75,"(2, 2)","(4, 4)",average,2
0.9675,0.1609,0,1,True,True,1766819,118,88,"(5, 5)","(2, 2)",max,55
0.891,0.4305,0,1,True,False,889151,82,55,"(3, 3)","(2, 2)",average,59
0.9761,0.1069,0,1,True,True,418547,120,94,"(5, 5)","(4, 4)",max,16
0.7975,0.7116,0,1,True,False,187631,22,43,"(3, 3)","(2, 2)",max,4
0.8727,0.4686,0,1,True,True,19543,79,8,"(3, 3)","(5, 5)",max,34
0.9452,0.2368,0,1,True,True,56896,40,37,"(4, 4)","(4, 4)",max,19
0.6901,1.0235,0,1,True,False,34791,22,60,"(2, 2)","(5, 5)",average,3
0.9056,0.3598,0,1,True,True,146751,115,48,"(5, 5)","(5, 5)",average,52
0.8594,0.5128,0,1,True,True,9397,22,14,"(4, 4)","(5, 5)",max,14
0.8127,0.7002,0,1,True,False,81767,24,67,"(3, 3)","(4, 4)",average,21
0.8706,0.44,10,1,True,True,29930,104,3,"(2, 2)","(3, 3)",max,5
0.3365,2.3041,0,1,True,False,31557,21,38,"(4, 4)","(4, 4)",average,46
0.9775,0.1001,0,1,True,True,631064,122,63,"(4, 4)","(3, 3)",max,49
0.9522,0.1895,0,1,True,True,354482,94,19,"(2, 2)","(2, 2)",max,13
0.4119,1.9598,0,1,True,False,13931,17,30,"(2, 2)","(5, 5)",average,70
0.9274,0.26,0,1,True,True,125036,87,55,"(3, 3)","(5, 5)",max,21
0.9526,0.2008,0,1,True,True,362086,99,99,"(4, 4)","(4, 4)",max,47
0.8304,0.6311,0,1,True,False,55555,30,48,"(4, 4)","(4, 4)",max,50
0.9749,0.117,0,1,True,True,752540,108,85,"(4, 4)","(3, 3)",average,25
0.9688,0.1314,10,1,True,True,865391,102,43,"(3, 3)","(2, 2)",average,17
0.781,0.7593,0,1,True,False,99359,59,65,"(2, 2)","(5, 5)",average,8
0.9307,0.3242,0,1,True,True,295599,99,80,"(5, 5)","(4, 4)",max,60
0.9652,0.138,0,1,True,True,1037723,91,67,"(4, 4)","(2, 2)",average,19
0.7307,0.8961,0,1,True,False,39833,26,57,"(3, 3)","(5, 5)",average,6
0.9416,0.2227,0,1,True,True,1369136,122,57,"(2, 2)","(2, 2)",average,45
0.6703,1.0559,0,1,True,False,64385,57,43,"(2, 2)","(5, 5)",average,47
0.8484,0.5128,0,1,True,True,204731,124,64,"(2, 2)","(5, 5)",average,2
0.8596,0.5015,0,1,True,True,58060,23,65,"(4, 4)","(4, 4)",average,1
0.8892,0.4131,0,1,True,True,14987,86,2,"(5, 5)","(3, 3)",max,28
0.9532,0.1887,0,1,True,True,315607,121,70,"(5, 5)","(4, 4)",average,30
0.8807,0.4425,0,1,True,True,149738,79,73,"(3, 3)","(5, 5)",average,26
0.9512,0.2036,0,1,True,True,244139,101,14,"(4, 4)","(2, 2)",average,39
0.9756,0.1135,0,1,True,True,504303,82,36,"(4, 4)","(2, 2)",max,15
0.9674,0.1372,9,1,True,True,831515,84,58,"(5, 5)","(2, 2)",average,15
0.9183,0.345,0,1,True,True,38610,79,9,"(3, 3)","(4, 4)",max,37
0.8981,0.3641,0,1,True,True,52259,63,4,"(2, 2)","(2, 2)",average,5
0.8905,0.4645,0,1,True,False,81132,31,15,"(5, 5)","(2, 2)",average,33
0.8168,0.6258,0,1,True,False,17002,27,21,"(5, 5)","(5, 5)",average,10
0.8469,0.5236,0,1,True,False,135347,56,90,"(5, 5)","(5, 5)",average,26
0.9043,0.3725,0,1,True,True,163257,73,27,"(2, 2)","(3, 3)",average,6
0.9673,0.1314,5,1,False,True,984155,96,52,"(3, 3)","(2, 2)",max,7
0.6946,1.0351,0,1,True,False,136076,29,93,"(3, 3)","(4, 4)",average,23
0.7995,0.7253,0,1,True,False,113167,48,87,"(5, 5)","(5, 5)",max,57
0.954,0.199,0,1,True,True,1005559,81,63,"(3, 3)","(2, 2)",average,36
0.9675,0.1454,7,1,False,True,48323,106,16,"(5, 5)","(5, 5)",max,0
0.8986,0.4134,0,1,True,True,75091,46,32,"(3, 3)","(4, 4)",max,23
0.9087,0.3603,0,1,True,True,560327,71,40,"(2, 2)","(2, 2)",average,29
0.9183,0.3361,0,1,True,True,25376,112,5,"(4, 4)","(4, 4)",max,43
0.7373,0.9245,0,1,True,False,122907,84,56,"(3, 3)","(5, 5)",max,62
0.926,0.2842,0,1,True,True,139725,94,57,"(3, 3)","(5, 5)",max,27
0.9113,0.3615,0,1,True,True,22184,49,5,"(3, 3)","(3, 3)",average,9
0.9358,0.2685,0,1,True,True,274581,106,99,"(5, 5)","(5, 5)",average,16
0.9593,0.1829,0,1,True,True,479791,78,36,"(4, 4)","(2, 2)",average,44
0.8316,0.6632,0,1,True,False,337959,54,95,"(5, 5)","(3, 3)",average,56
0.9601,0.1715,0,1,True,True,965967,96,59,"(5, 5)","(2, 2)",average,51
0.9689,0.1389,0,1,True,True,232933,74,38,"(4, 4)","(3, 3)",average,20
0.7758,0.7686,0,1,True,False,193026,105,71,"(3, 3)","(5, 5)",average,56
0.9793,0.0938,0,1,True,True,958154,84,67,"(4, 4)","(2, 2)",max,25
0.6102,1.5075,0,1,True,False,111483,28,48,"(3, 3)","(3, 3)",average,61
0.9493,0.2337,0,1,True,True,446552,126,43,"(4, 4)","(3, 3)",average,56
0.9219,0.322,0,1,True,True,124528,79,59,"(5, 5)","(5, 5)",average,23
0.9609,0.1777,0,1,True,True,354839,74,28,"(4, 4)","(2, 2)",average,40
0.7683,0.7488,0,1,True,False,33582,36,35,"(2, 2)","(5, 5)",max,6
0.5963,1.3616,0,1,True,False,87725,45,73,"(4, 4)","(5, 5)",average,47
0.8614,0.518,0,1,True,True,194653,121,62,"(3, 3)","(5, 5)",average,46
0.9115,0.3527,0,1,True,True,171863,120,55,"(3, 3)","(5, 5)",max,56
0.715,1.0177,0,1,True,False,57221,46,46,"(4, 4)","(5, 5)",max,65
0.9764,0.106,0,1,True,True,1049907,76,81,"(5, 5)","(2, 2)",max,26
0.8677,0.5647,0,1,True,False,205787,48,52,"(3, 3)","(3, 3)",average,40
0.9471,0.1993,9,1,False,True,129162,110,31,"(4, 4)","(4, 4)",average,7
0.3157,2.3078,0,1,True,False,100207,19,64,"(2, 2)","(3, 3)",max,18
0.9672,0.1395,8,1,False,True,426647,81,64,"(4, 4)","(3, 3)",average,2
0.4884,1.6891,0,1,True,False,57275,28,40,"(3, 3)","(4, 4)",max,54
0.848,0.5754,0,1,True,False,167007,63,32,"(3, 3)","(3, 3)",max,60
0.9685,0.143,0,1,True,True,342647,116,45,"(5, 5)","(3, 3)",average,13
0.918,0.3264,0,1,True,True,129411,127,12,"(3, 3)","(3, 3)",average,48
0.974,0.1222,0,1,True,True,1223859,109,66,"(4, 4)","(2, 2)",max,51
0.8856,0.4345,0,1,True,False,245507,61,61,"(5, 5)","(3, 3)",average,57
0.9581,0.189,0,1,True,True,56413,125,5,"(4, 4)","(3, 3)",max,50
0.7057,0.9898,0,1,True,False,219379,103,83,"(2, 2)","(5, 5)",max,67
0.7752,0.7432,0,1,True,False,33043,103,11,"(2, 2)","(5, 5)",average,20
0.4459,2.0439,0,1,True,False,198405,33,35,"(4, 4)","(2, 2)",max,68
0.9178,0.3102,0,1,True,True,192107,63,37,"(2, 2)","(3, 3)",max,34
0.8706,0.5488,0,1,True,False,407108,71,29,"(2, 2)","(2, 2)",average,39
0.7532,0.8648,0,1,True,False,467371,62,92,"(3, 3)","(3, 3)",max,42
0.9686,0.1265,10,1,True,True,125595,84,56,"(5, 5)","(5, 5)",max,4
0.9468,0.2008,0,1,True,True,249839,94,71,"(5, 5)","(4, 4)",average,32
0.9348,0.2767,7,1,False,True,26787,25,6,"(4, 4)","(2, 2)",max,0
0.8045,0.7658,0,1,True,False,80158,49,43,"(4, 4)","(4, 4)",max,65
0.5193,1.605,0,1,True,False,389402,31,73,"(5, 5)","(2, 2)",max,59
0.9426,0.2251,0,1,True,True,44319,127,12,"(4, 4)","(5, 5)",max,47
0.9445,0.2182,0,1,True,True,1543235,98,80,"(3, 3)","(2, 2)",max,51
0.9467,0.2053,0,1,True,True,283040,104,33,"(2, 2)","(3, 3)",max,19
0.7011,1.0915,0,1,True,False,270092,46,71,"(4, 4)","(3, 3)",max,60
0.896,0.386,0,1,True,True,209157,106,75,"(5, 5)","(5, 5)",average,40
0.9571,0.2014,0,1,True,True,1362407,125,64,"(5, 5)","(2, 2)",average,65
0.759,0.8485,0,1,True,False,259379,36,88,"(2, 2)","(3, 3)",average,3
0.873,0.5214,0,1,True,False,218235,91,12,"(2, 2)","(2, 2)",average,51
0.8362,0.5845,0,1,True,False,52057,44,14,"(2, 2)","(3, 3)",average,27
0.9672,0.1449,0,1,True,True,174079,104,20,"(4, 4)","(3, 3)",max,50
0.8704,0.4458,0,1,True,True,20763,84,8,"(3, 3)","(5, 5)",max,37
0.957,0.1826,7,1,False,True,929999,59,80,"(3, 3)","(2, 2)",average,2
0.9072,0.3438,0,1,True,True,240624,126,23,"(2, 2)","(3, 3)",average,26
0.4876,1.6782,0,1,True,False,42442,21,75,"(3, 3)","(5, 5)",average,38
0.7338,0.9228,0,1,True,False,89339,34,100,"(3, 3)","(5, 5)",average,24
0.9072,0.3389,0,1,True,True,129117,70,69,"(5, 5)","(5, 5)",average,19
0.9571,0.1931,0,1,True,True,529862,100,31,"(4, 4)","(2, 2)",average,49
0.9512,0.201,0,1,True,True,918565,69,78,"(5, 5)","(2, 2)",average,36
0.806,0.6598,0,1,True,False,38461,75,18,"(5, 5)","(5, 5)",average,63
0.7316,0.9402,0,1,True,False,10396,54,3,"(2, 2)","(4, 4)",max,56
0.9637,0.1538,7,1,False,True,1542947,80,98,"(3, 3)","(2, 2)",average,7
0.8455,0.5525,0,1,True,False,51285,72,26,"(4, 4)","(5, 5)",max,66
0.8706,0.4833,0,1,True,True,231023,115,40,"(2, 2)","(4, 4)",average,30
0.8027,0.738,0,1,True,False,61839,56,13,"(3, 3)","(3, 3)",average,63
0.3965,2.0369,0,1,True,False,56345,18,61,"(3, 3)","(4, 4)",max,34
0.8698,0.4797,0,1,True,True,297119,65,92,"(2, 2)","(4, 4)",average,5
0.8922,0.3582,0,1,True,True,268786,72,75,"(2, 2)","(4, 4)",max,14
0.9738,0.1245,9,1,True,True,116717,110,6,"(4, 4)","(2, 2)",max,20
0.9366,0.2481,0,1,True,True,132040,78,45,"(4, 4)","(4, 4)",average,16
0.9256,0.3276,0,1,True,True,168662,61,55,"(3, 3)","(4, 4)",max,33
0.9196,0.3178,0,1,True,True,368106,88,51,"(2, 2)","(3, 3)",max,47
0.4635,1.8451,0,1,True,False,82573,20,50,"(2, 2)","(3, 3)",average,62
0.9105,0.3733,0,1,True,True,70967,56,15,"(3, 3)","(3, 3)",max,51
0.83,0.5461,0,1,True,True,58695,69,32,"(2, 2)","(5, 5)",max,17
0.9586,0.2061,0,1,True,True,455432,62,43,"(4, 4)","(2, 2)",average,57
0.9247,0.2725,9,1,True,True,50107,91,20,"(3, 3)","(5, 5)",max,8
0.9279,0.3396,0,1,True,False,234159,39,35,"(4, 4)","(2, 2)",max,42
0.9748,0.113,0,1,True,True,1834151,110,98,"(5, 5)","(2, 2)",average,44
0.9764,0.1074,0,1,True,True,588879,82,42,"(5, 5)","(2, 2)",average,18
0.4577,1.9576,0,1,True,False,11339,16,8,"(3, 3)","(3, 3)",max,69
0.9344,0.275,0,1,True,True,242615,88,55,"(3, 3)","(4, 4)",max,35
0.966,0.1481,0,1,True,True,816289,114,42,"(4, 4)","(2, 2)",max,36
0.8388,0.5832,0,1,True,True,195317,122,62,"(2, 2)","(5, 5)",average,26
0.9546,0.2073,0,1,True,True,27599,38,4,"(4, 4)","(2, 2)",max,25
0.7178,0.9184,0,1,True,False,13001,20,22,"(4, 4)","(5, 5)",average,2
0.9339,0.2751,0,1,True,True,198120,69,77,"(4, 4)","(4, 4)",average,29
0.8377,0.6335,0,1,True,False,211367,66,85,"(5, 5)","(4, 4)",average,56
0.7667,0.8045,0,1,True,False,5426,44,3,"(4, 4)","(5, 5)",max,6
0.9451,0.2872,4,1,False,True,625613,114,67,"(3, 3)","(3, 3)",max,0
0.9581,0.1647,10,1,True,True,973833,55,90,"(2, 2)","(2, 2)",max,9
0.0533,3.4984,1,1,False,False,86470,15,69,"(3, 3)","(3, 3)",max,61
0.9198,0.2858,0,1,True,True,547447,93,72,"(2, 2)","(3, 3)",max,45
0.6397,1.3222,0,1,True,False,3416,14,1,"(2, 2)","(2, 2)",average,28
0.8419,0.533,0,1,True,True,56863,114,18,"(3, 3)","(5, 5)",average,16
0.9708,0.1263,0,1,True,True,825987,126,80,"(4, 4)","(3, 3)",average,21
0.8333,0.6071,0,1,True,False,1181483,60,100,"(3, 3)","(2, 2)",max,56
0.7262,1.0389,0,1,True,False,5087,46,1,"(5, 5)","(3, 3)",max,55
0.8131,0.7367,0,1,True,False,92471,29,16,"(2, 2)","(2, 2)",average,46
0.8124,0.6656,0,1,True,False,231163,121,38,"(2, 2)","(4, 4)",average,47
0.9675,0.139,0,1,True,True,943571,104,46,"(3, 3)","(2, 2)",average,41
0.9654,0.1315,7,1,False,True,787728,108,89,"(4, 4)","(3, 3)",average,10
0.959,0.1637,6,1,False,True,999008,89,57,"(2, 2)","(2, 2)",average,0
0.7645,0.8144,0,1,True,False,728877,88,42,"(2, 2)","(2, 2)",max,62
0.6573,1.1149,0,1,True,False,53341,34,59,"(3, 3)","(5, 5)",average,45
0.8727,0.4503,0,1,True,True,186566,108,67,"(2, 2)","(5, 5)",max,41
0.9642,0.1477,0,1,True,True,994416,123,41,"(2, 2)","(2, 2)",average,25
0.9647,0.1498,0,1,True,True,478791,93,26,"(3, 3)","(2, 2)",max,22
0.9777,0.125,6,1,False,True,694879,127,32,"(5, 5)","(2, 2)",max,5
0.8602,0.5646,0,1,True,False,250971,87,35,"(2, 2)","(3, 3)",max,58
0.8333,0.5897,0,1,True,False,45119,71,23,"(4, 4)","(5, 5)",max,65
0.9145,0.3087,10,1,False,True,72527,87,16,"(3, 3)","(4, 4)",average,2
0.9738,0.1086,7,1,False,True,1249195,102,72,"(4, 4)","(2, 2)",max,12
0.4542,1.6712,0,1,True,False,58942,30,51,"(4, 4)","(4, 4)",max,67
0.6559,1.1405,0,1,True,False,369080,94,79,"(2, 2)","(4, 4)",average,62
0.9529,0.171,7,1,False,True,58395,84,8,"(3, 3)","(3, 3)",max,5
0.2465,2.7646,0,1,True,False,47234,15,79,"(4, 4)","(4, 4)",average,61
0.7744,0.8048,0,1,True,False,129487,27,96,"(2, 2)","(4, 4)",max,14
0.9733,0.1227,7,1,False,True,1257967,103,62,"(3, 3)","(2, 2)",average,8
0.6629,1.0776,0,1,True,False,18425,26,26,"(2, 2)","(5, 5)",max,43
0.5367,1.5982,0,1,True,False,52912,39,51,"(3, 3)","(5, 5)",max,68
0.9024,0.3562,0,1,True,True,155824,29,65,"(3, 3)","(3, 3)",average,11
0.5008,1.5097,0,1,True,False,217970,28,95,"(2, 2)","(3, 3)",max,52
0.8725,0.4748,0,1,True,True,63296,50,47,"(4, 4)","(5, 5)",average,16
0.67,1.1333,0,1,True,False,128332,42,81,"(4, 4)","(4, 4)",average,62
0.9745,0.123,0,1,True,True,51807,55,24,"(5, 5)","(4, 4)",max,13
0.7207,0.9848,0,1,True,False,338255,83,82,"(2, 2)","(4, 4)",average,60
0.6872,1.1648,0,1,True,False,190635,40,24,"(3, 3)","(2, 2)",average,62
0.8887,0.4033,0,1,True,True,113099,52,43,"(3, 3)","(4, 4)",average,3
0.6977,1.0516,0,1,True,False,57233,53,41,"(2, 2)","(5, 5)",average,34
0.5254,1.5665,0,1,True,False,135176,40,41,"(2, 2)","(3, 3)",average,59
0.7249,0.8838,0,1,True,False,65337,49,51,"(2, 2)","(5, 5)",average,20
0.9656,0.1484,0,1,True,True,79849,75,6,"(5, 5)","(2, 2)",max,13
0.9032,0.3933,0,1,True,False,583448,95,75,"(3, 3)","(3, 3)",average,51
0.82,0.6673,0,1,True,False,108062,80,51,"(4, 4)","(5, 5)",average,50
0.9488,0.204,9,1,False,True,566871,127,90,"(2, 2)","(4, 4)",max,3
0.0533,3.4983,1,1,False,False,231487,16,83,"(5, 5)","(2, 2)",average,51
0.9176,0.3072,0,1,True,True,86124,84,5,"(2, 2)","(2, 2)",max,5
0.9239,0.2965,6,1,False,True,340726,28,71,"(4, 4)","(2, 2)",average,0
0.9758,0.1015,0,1,True,True,142539,118,18,"(5, 5)","(3, 3)",max,35
0.9178,0.3946,0,1,True,False,286175,87,88,"(5, 5)","(4, 4)",average,53
0.8971,0.4063,0,1,True,True,524751,72,89,"(3, 3)","(3, 3)",average,39
0.6489,1.1103,0,1,True,False,52431,55,36,"(2, 2)","(5, 5)",average,47
0.9081,0.367,0,1,True,True,414389,50,42,"(2, 2)","(2, 2)",max,34
0.9763,0.1062,0,1,True,True,241628,100,65,"(4, 4)","(4, 4)",max,24
0.874,0.4485,0,1,True,True,15663,79,6,"(4, 4)","(5, 5)",max,46
0.6217,1.3808,0,1,True,False,70579,16,86,"(3, 3)","(4, 4)",max,30
0.7327,0.9315,0,1,True,False,161831,71,88,"(3, 3)","(5, 5)",max,64
0.6112,1.2983,0,1,True,False,149533,49,37,"(2, 2)","(3, 3)",average,67
0.8725,0.4323,0,1,True,True,87518,62,53,"(4, 4)","(5, 5)",average,4
0.9639,0.1526,0,1,True,True,294579,115,99,"(4, 4)","(5, 5)",max,28
0.9629,0.1686,0,1,True,True,57386,61,11,"(3, 3)","(3, 3)",max,19
0.8392,0.5915,0,1,True,False,220132,34,79,"(2, 2)","(3, 3)",average,10
0.1872,2.868,0,1,True,False,126443,25,100,"(3, 3)","(4, 4)",max,70
0.5556,1.4923,0,1,True,False,52730,25,79,"(3, 3)","(5, 5)",max,52
0.9263,0.3102,0,1,True,True,450401,90,61,"(3, 3)","(3, 3)",average,57
0.8642,0.495,0,1,True,True,26102,80,11,"(4, 4)","(5, 5)",average,33
0.8605,0.5302,0,1,True,False,90896,56,61,"(4, 4)","(5, 5)",max,55
0.6735,1.0286,0,1,True,False,83629,37,86,"(3, 3)","(5, 5)",max,40
0.857,0.4806,0,1,True,False,251819,48,64,"(2, 2)","(3, 3)",max,31
0.9106,0.3572,0,1,True,True,25567,15,24,"(5, 5)","(3, 3)",max,8
0.9191,0.2999,0,1,True,True,256019,105,94,"(4, 4)","(5, 5)",average,13
0.9651,0.1606,0,1,True,True,435611,102,52,"(3, 3)","(3, 3)",average,35
0.88,0.4316,0,1,True,True,107465,70,58,"(4, 4)","(5, 5)",average,21
0.8691,0.4953,0,1,True,True,163903,31,64,"(3, 3)","(3, 3)",max,6
0.8768,0.4245,0,1,True,True,114543,61,72,"(3, 3)","(5, 5)",max,18
0.9618,0.1515,9,1,False,True,1681258,103,83,"(2, 2)","(2, 2)",max,17
0.7021,1.0256,0,1,True,False,83984,15,67,"(3, 3)","(3, 3)",max,25
0.9618,0.1725,0,1,True,True,195939,81,14,"(4, 4)","(2, 2)",max,46
0.9576,0.1633,7,1,False,True,137079,93,56,"(4, 4)","(5, 5)",max,1
0.8669,0.4593,0,1,True,True,31199,80,7,"(3, 3)","(4, 4)",average,6
0.9748,0.1063,10,1,True,True,1216491,105,68,"(5, 5)","(2, 2)",max,16
0.9148,0.325,0,1,True,True,248575,114,84,"(4, 4)","(5, 5)",average,20
0.7608,0.8612,0,1,True,False,61709,14,25,"(5, 5)","(2, 2)",average,2
0.9521,0.1836,0,1,True,True,408915,78,80,"(5, 5)","(3, 3)",average,7
0.9621,0.157,0,1,True,True,243335,98,30,"(3, 3)","(3, 3)",max,16
0.6591,1.1109,0,1,True,False,206351,37,68,"(2, 2)","(3, 3)",average,40
0.9672,0.1252,6,1,False,True,325922,124,71,"(4, 4)","(4, 4)",max,6
0.9621,0.154,9,1,True,True,77169,49,9,"(4, 4)","(2, 2)",max,12
0.9742,0.1183,0,1,True,True,186947,91,31,"(5, 5)","(3, 3)",max,34
0.9378,0.2453,8,1,False,True,207461,90,46,"(2, 2)","(4, 4)",max,0
0.8607,0.4968,0,1,True,True,70376,65,21,"(3, 3)","(4, 4)",average,8
0.9761,0.099,0,1,True,True,2213063,125,90,"(3, 3)","(2, 2)",max,29
0.8847,0.4317,0,1,True,True,88887,63,53,"(4, 4)","(5, 5)",average,7
0.9424,0.2576,0,1,True,True,150783,90,20,"(4, 4)","(3, 3)",average,44
0.5463,1.7234,0,1,True,False,194831,27,88,"(2, 2)","(3, 3)",max,55
0.4538,1.6901,0,1,True,False,8060,116,1,"(2, 2)","(5, 5)",max,17
0.9729,0.1427,0,1,True,True,66935,100,17,"(5, 5)","(4, 4)",max,46
0.8964,0.412,0,1,True,True,106919,14,44,"(4, 4)","(2, 2)",average,3
0.5456,1.5033,0,1,True,False,79537,22,71,"(3, 3)","(4, 4)",average,39
0.6639,1.2062,0,1,True,False,25735,27,24,"(4, 4)","(4, 4)",max,56
0.5399,1.4285,0,1,True,False,16023,46,12,"(2, 2)","(5, 5)",average,57
0.44,1.7877,0,1,True,False,226971,39,71,"(2, 2)","(3, 3)",average,70
0.5222,1.5376,0,1,True,False,97243,55,35,"(2, 2)","(4, 4)",max,62
0.9723,0.1193,7,1,False,True,1751936,122,73,"(2, 2)","(2, 2)",average,10
0.8941,0.449,0,1,True,False,205465,102,54,"(4, 4)","(4, 4)",average,65
0.9716,0.1298,0,1,True,True,109557,45,14,"(5, 5)","(2, 2)",max,9
0.7584,0.7923,0,1,True,False,82799,35,47,"(2, 2)","(4, 4)",average,14
0.8073,0.6399,0,1,True,False,963711,72,68,"(2, 2)","(2, 2)",max,54
0.9563,0.1718,0,1,True,True,40116,123,11,"(5, 5)","(5, 5)",max,19
0.6921,1.0533,0,1,True,False,112386,51,11,"(2, 2)","(2, 2)",max,68
0.9732,0.1132,0,1,True,True,1831299,117,92,"(5, 5)","(2, 2)",max,40
0.8629,0.5251,0,1,True,False,126607,51,30,"(2, 2)","(3, 3)",max,32
0.9647,0.1516,9,1,True,True,168046,88,11,"(4, 4)","(2, 2)",average,13
0.5864,1.2983,0,1,True,False,115573,18,78,"(2, 2)","(3, 3)",max,26
0.7397,0.969,0,1,True,False,36947,41,13,"(5, 5)","(3, 3)",average,57
0.853,0.5686,0,1,True,True,12592,100,1,"(4, 4)","(3, 3)",max,36
0.9573,0.1848,0,1,True,True,1063306,88,71,"(4, 4)","(2, 2)",max,51
0.9058,0.3481,0,1,True,True,116932,94,47,"(4, 4)","(5, 5)",average,13
0.8898,0.413,0,1,True,True,32200,117,9,"(5, 5)","(5, 5)",average,38
0.9425,0.2384,0,1,True,True,1527839,107,84,"(4, 4)","(2, 2)",max,60
0.594,1.3573,0,1,True,False,24515,14,56,"(5, 5)","(5, 5)",average,18
0.9325,0.2691,0,1,True,True,737799,110,82,"(3, 3)","(3, 3)",average,40
0.9223,0.31,0,1,True,True,447817,74,74,"(2, 2)","(3, 3)",average,19
0.9179,0.3413,0,1,True,True,224982,61,99,"(4, 4)","(4, 4)",max,50
0.9469,0.2122,0,1,True,True,462546,46,51,"(2, 2)","(2, 2)",max,19
0.923,0.2974,10,1,True,True,42995,94,16,"(5, 5)","(5, 5)",average,2
0.7005,1.0309,0,1,True,False,193019,45,52,"(3, 3)","(3, 3)",max,58
0.9653,0.1586,0,1,True,True,571478,122,57,"(4, 4)","(3, 3)",max,57
0.8673,0.5705,0,1,True,True,18347,19,11,"(4, 4)","(3, 3)",average,8
0.9791,0.0945,10,1,True,True,197266,124,19,"(4, 4)","(3, 3)",max,19
0.9505,0.224,0,1,True,True,402792,81,29,"(5, 5)","(2, 2)",average,61
0.613,1.3318,0,1,True,False,56714,36,31,"(2, 2)","(4, 4)",max,56
0.8595,0.6045,0,1,True,False,279047,97,77,"(5, 5)","(4, 4)",average,68
0.9438,0.2384,0,1,True,True,83127,81,5,"(3, 3)","(2, 2)",average,14
0.9569,0.1656,0,1,True,True,317231,107,36,"(2, 2)","(3, 3)",max,14
0.9155,0.3553,0,1,True,True,122637,85,54,"(5, 5)","(5, 5)",max,59
0.9208,0.2937,0,1,True,True,191799,64,60,"(2, 2)","(4, 4)",max,8
